id,description,image_url,image_web,title,width,height
9UvdB6l8hddGDsyfA3FM,"Comic art of a detective cat, action scene, dynamic poses, detailed fur with expressive features, intense and focused gaze, detective hat and trench coat, urban noir setting, city skyline in the background, high contrast lines, vibrant colors, sound effect graphics, speech bubbles, action-packed, professional, dynamic lighting, best quality, vibrant colors, detailed fur, intense gaze, detective hat, urban noir, action scene, dynamic poses, high contrast lines, professional, dynamic lighting",https://cdn.openart.ai/uploads/upscaled/comic-art-of-a-detective-cat-action-scene-dynamic-poses-detailed-fur-with-...ion-scene-dynamic-poses-high-contrast-lines-professional-dynamic-lighting_Jyijb5OV_upscaled.jpg,https://cdn.openart.ai/published/eDfqi43MlXmEQ5Flogn5/u0qLA4PJ_LTWW_512.webp,,1024,1024
y7dPhqKDNCqE6JiZXI95,"(High-octane) Warhammer scene, epic battle depiction, vibrant colors, intense atmosphere, intricate detail, displaying iconic Warhammer characters and vehicles, detailed weaponry, stark contrast, dynamic action poses, tumultuous background landscapes, fantastical grim-dark aesthetic, vast battlefield, mythical elements, ultra-detailed, craftsmanship in armor and designs, compelling narrative energy, heroic and villainous figures clashing in a fierce struggle.",https://cdn.openart.ai/uploads/image_xFNYS_nV_1732605794318_raw.jpg,https://cdn.openart.ai/published/UjSEb9mtZH2wQsO5d5wG/e7EgT3IJ__Uyr_512.webp,,1024,1024
OjN5nGS158x93gflEMgs,"Kanye West vs Taylor Swift in Game of Thrones style sword battle, realistic digital art, intense action poses, detailed facial expressions, dramatic lighting, high quality, realistic, intense battle, dramatic lighting, celebrity fight, epic showdown, detailed clothing and armor, intense facial expressions, realistic digital art, action-packed, dynamic poses, cinematic lighting, highres, ultra-detailed, celebrity showdown, intense emotions",https://cdn.openart.ai/uploads/image_5mXEL7zq_1707969822809_raw.jpg,https://cdn.openart.ai/published/9oO6kuSatBf1BqaOFkG7/_6m906n9_kiib_512.webp,,1024,1024
rtJKLmqX4w7IjlNFBZGS,"Cartoon illustration of a man and his dog walking in snowy mountains during a winter storm, vibrant cartoony style, thick falling snow, vibrant winter colors, cozy winter clothing, detailed furry dog with snowy fur, intense snowstorm, dynamic poses, high quality, vibrant cartoon, snowy mountains, winter storm, detailed dog, dynamic poses, vibrant colors, cozy clothing, thick falling snow, intense storm, studio ghibli",https://cdn.openart.ai/uploads/image_xyt1GAZq_1716003734148_raw.jpg,https://cdn.openart.ai/published/dRU4GF1OAD5tUcwmakAi/ezOu-X3s_AaYx_512.webp,,512,512
SEKoN6yhnkIjWN4Jyh4s,"In the colossum battle between slave woman and minotaur, realistic, photo, high quality, dramatic lighting, intense action, dynamic poses, detailed muscles, fierce expressions, ancient setting, epic fantasy, rich colors, powerful combat, epic struggle, dramatic lighting, realistic, highres, detailed muscles, fierce expressions, dynamic poses, intense action, rich colors, ancient setting, epic fantasy, powerful combat",https://cdn.openart.ai/uploads/image_KccetQ8b_1704562467517_raw.jpg,https://cdn.openart.ai/published/JGwpcyvHfMxBvjkXDzAk/5nmNKZFb_UX12_512.webp,,640,640
ip5eKa8rlHQYc23fSQ2E,"Dynamic Background: A cityscape or landscape that suggests the impending alien invasion. Central Characters: Key figures (such as heroes or ordinary people) in action poses. Title and Subtitle: Prominent placement with a strong, bold font and the title is Arrival:Earth. Vehicles or Ships: Depictions of alien vessels in the sky. Color Scheme: A dramatic, high-contrast look with emphasis on light and shadow.",https://cdn.openart.ai/uploads/image_XCVAGvnF_1719237809205_raw.jpg,https://cdn.openart.ai/published/9dfKbhdMY9wdrGztCwH3/3b-fDrsm_IN_z_512.webp,,1024,1024
NkPujVhVhaHHvCjSryIg,"Realistic sci-fi illustration of a fierce bounty hunter in action, intense firefight with alien fugitives, futuristic weapons and gear, detailed and lifelike characters, high-detail textures, realistic lighting and shadows, cinematic quality, sci-fi, intense action, futuristic tech, detailed characters, fierce expression, highres, ultra-detailed, realism, intense firefight, professional, cinematic lighting",https://cdn.openart.ai/uploads/image_PlEXAEXq_1714095014498_raw.jpg,https://cdn.openart.ai/published/SczoOd3U58vyoyzkv4B5/7MFEtHdq_sxcn_512.webp,,1024,1024
Tx7VYUE547TXKhiLvIBD,"Intense, high-action illustration of two men in combat, dynamic poses, realistic martial arts, dramatic lighting and shadows, high contrast, detailed muscle definition, rugged and intense facial expressions, high quality, realistic style, intense combat, dynamic poses, high contrast, dramatic lighting and shadows, detailed facial expressions, muscular physique, action-packed, realistic style",https://cdn.openart.ai/uploads/image_4ceHdhGy_1718412238167_raw.jpg,https://cdn.openart.ai/published/2AYkB6XGQCcKWZkxdHkG/b3zBWGyu_wEJX_512.webp,,1024,1024
kJAmvkcjaci0eZ9pZmd2,"(Crysis vs Masterchief), epic showdown scene, futuristic battlefield, (highly detailed characters), dynamic poses, vibrant colors, intense lighting, iconic armor designs, debris and ruins in background, (sci-fi elements), (4K resolution), dramatic atmosphere, sense of anticipation and conflict, contrasting styles of the two characters, showcasing tech and weapons intricacies.",https://cdn.openart.ai/uploads/image_uid_MviV1dkhkccngC3SefG2_zOn_mXnl_1731322075508_raw.jpg,https://cdn.openart.ai/published/MviV1dkhkccngC3SefG2/chVN5esg_To-w_512.webp,,1024,1024
uop2xURsTZP02PUJSP7U,"Comic book cover illustration of Winslow Leach as Phantom of the Paradise, Jack Kirby's Kamandi style, vibrant and bold colors, action-packed scene, retro-futuristic setting, detailed character design, intense and dynamic poses, high-def, vibrant, retro-futuristic, action-packed, detailed character design, intense poses, comic book style, professional lighting",https://cdn.openart.ai/uploads/image_BawzpNFu_1709331689907_raw.jpg,https://cdn.openart.ai/published/C58wyuavbW1TMTKhUOsO/uRBJfpqE_jbjP_512.webp,,1024,1024
