id,description,image_url,image_web,title,width,height
9NADlbHeTSrr3ecFnwNt,"<mymodel> Character Design Portrait, Illustration, GTA Anime Cartoon, Woman with Beautiful Realistic Smokey Grey Eyes and Intricate Pink Yellow Ombre Braided Vibrant Curled Hair, Vibrant Black White Pink Yellow High Collar Mid Waist Track Jacket Halter Top and Skirt with High Heels, Intricately Designed Clothing, Character Design, Highly Detailed, Dynamix Pose, Night City Background",https://cdn.openart.ai/fine_tuning/xP9vPwSpyz5cQ9MY9MKG/image_feef4a6f_1720932837583_raw.jpg,https://cdn.openart.ai/published/xP9vPwSpyz5cQ9MY9MKG/FGT3SKf4_xmjD_512.webp,,1024,1024
ISp4GSbVUpkMnTppS1bb,"<mymodel> Character Design Portrait, Illustration, GTA Disney Cartoon, Woman with Beautiful Realistic Smokey Grey Eyes and Intricate Pink Yellow Ombre Braided Vibrant Curled Hair, Vibrant Black White Pink Yellow High Collar Mid Waist Track Jacket Halter Top and Skirt with High Heels, Intricately Designed Clothing, Character Design, Highly Detailed, Dynamix Pose, Street Carnival",https://cdn.openart.ai/fine_tuning/NQjCwZ56fkpdr4FMadDA/image_30c08bd6_1720944051968_raw.jpg,https://cdn.openart.ai/published/NQjCwZ56fkpdr4FMadDA/SzT3kMKf_Wdjx_512.webp,,1024,1024
aefbZGGAoNxLjBYFn9KC,"Full-body cartoon illustration of a stylish, brown-skinned character, denim jeans, white shirt, chunky sneakers, brown eyes, wearing glasses and gold earrings, game-cyberpunk style, detailed urban setting, high-quality, detailed cartoon, brown eyes, denim jeans, character design, stylish, chunky sneakers, cyberpunk, game style, urban setting, gold earrings, glasses, highres",https://cdn.openart.ai/uploads/image_21u_ZWkD_1708158111381_raw.jpg,https://cdn.openart.ai/published/GG80AfDkufntJah2owBS/IhVfrQe2_TeuY_512.webp,,1024,1024
oMO7q92n9KJlSic0HZsA,"<mymodel> Character Design Portrait, Illustration, GTA Disney Cartoon, Woman with Beautiful Realistic Smokey Grey Eyes and Intricate Pink Yellow Ombre Braided Vibrant Curled Hair, Vibrant Black White Pink Yellow High Collar Mid Waist Track Jacket Halter Top and Skirt with High Heels, Intricately Designed Clothing, Character Design, Highly Detailed, Dynamix Pose, Dark Alley",https://cdn.openart.ai/fine_tuning/xP9vPwSpyz5cQ9MY9MKG/image_a102265e_1720933236297_raw.jpg,https://cdn.openart.ai/published/xP9vPwSpyz5cQ9MY9MKG/eAqKHu8e_gS6r_512.webp,,1024,1024
ipqTvOifkP2HShnsbC7Q,"A charming black and white cartoon illustration of a design fighting style characters that will appeal to both adults and kids. The simplicity of the drawing and the absence of any additional elements make it perfect for a coloring book or children's illustration., illustration, typography, Drawing, Illustration, Comic, Art Cartoon, Art Character, Design Comics Anime",https://cdn.openart.ai/uploads/image_nwbe6m_1_1720929043838_raw.jpg,https://cdn.openart.ai/published/OyDKHWVaQN3SNOPKkXWI/kNjRnoGe_dPUs_512.webp,,1024,1024
4cQuslaZX2KtECnFGiEj,"Character design sheet, cartoon character with a purple curly beard, purple hair, facial hair, glasses, long hair, male focus, mustache, mid 30s man, cartoon, red-framed eyewear, nice maroon suit, simple background, smile, solo, teeth, full body, with cane, black-white-framed eyewear, two-tone tinted eyewear, two-tone hair, wavy hair, yellow gradient background",https://cdn.openart.ai/uploads/image_U1AyT4_B_1731200506276_raw.jpg,https://cdn.openart.ai/published/9MWDAFDpI8g3qwdeCtfh/SF2Od2Ld_w55b_512.webp,,1024,1024
DKFGZYPFATUFwmZk74bA,"<mymodel> Character Design Portrait, Illustration, GTA Anime Cartoon, Woman with Beautiful Eyes and Intricate Pink Yellow Ombre Braided Vibrant Curled Hair, Vibrant Black White Pink Yellow High Collar Mid Waist Track Jacket Halter Top, Intricately Designed Clothing, Character Design, Highly Detailed, Dynamix Pose, Evening City Background",https://cdn.openart.ai/fine_tuning/xP9vPwSpyz5cQ9MY9MKG/image_9ba5b0bd_1720931996716_raw.jpg,https://cdn.openart.ai/published/xP9vPwSpyz5cQ9MY9MKG/-z1QgFTB_WroE_512.webp,,1024,1024
6q6hkHRRglu80EXKN0B2,"Funky retro cartoon illustration of a lovable pit bull, vibrant and disco-themed, retro art style, bright and colorful palette, funky disco outfit with bell-bottoms and platform shoes, playful and friendly expression, high quality, retro cartoon, vibrant colors, disco theme, detailed character design, energetic lighting",https://cdn.openart.ai/uploads/image_ou6RABRi_1711394647999_raw.jpg,https://cdn.openart.ai/published/cE8Ken0T5mxNjAHkCEyp/kkDxLd_q_jofw_512.webp,,1024,1024
eh4x4fNluA2pUrkHsdZb,"Bento 2d hand drawn illustration of Whimsical friend with oversized paws and a love for adventure isolated on solid black background, by Michael Leunig + tim burton, art brut, cartoon whimsical character, animated gifs, colorful animation stills, detailed character design --style raw",https://cdn.openart.ai/uploads/image_x4GlbOL7_1704149144825_raw.jpg,https://cdn.openart.ai/published/2ZKmOqkTt28Iu2Pzu4XN/qvXkh7Wt_zUdS_512.webp,,1024,1024
LPxytMou9JPnWMp1PMor,"J. G. Quintel animated as a quirky cartoon character, wearing a plaid shirt and jeans, holding a storyboard, in a vibrant animation studio setting, colorful and energetic, character design by J. G. Quintel and Pendleton Ward, 4k resolution, visually appealing",https://cdn.openart.ai/uploads/image_gtrFWCB__1721558760582_raw.jpg,https://cdn.openart.ai/published/86fvEsdg0M5lypKyz7Hj/yKHI8STB_UVxp_512.webp,,680,1024
egeMm8DnN3XYvfvRQFjp,"Cartoon-style cars, thick outlined, no background, minimalist, no shadow, high quality, cartoon, simple design, bold lines, vibrant colors",https://cdn.openart.ai/uploads/image_4Hqs55B8_1714141796200_raw.jpg,https://cdn.openart.ai/published/szUwX3noGpwHfJPUbrLs/ZjPjEhnZ_e3DM_512.webp,,1024,1024
6q7ffAZDCaJOadSzKmnL,"A MAN WHO IS INTRODUCE RANKING, Ranking NUMBER IS BACKGROUND, Cartoon Character(Like a Japaneses Cartoon)",https://cdn.openart.ai/uploads/image_05rlqX1N_1713670966689_raw.jpg,https://cdn.openart.ai/published/sk5bo07OwLUYETDwcvtd/Nsw-ezD1_KZWh_512.webp,,1024,1024
jQNhz7A3x0DOdvXKcpgU,"white and red robot illustration, Robotics Euclidean, Cartoon cute robot, cartoon Character",https://cdn.openart.ai/uploads/image_KlfqgEen_1715979728493_raw.jpg,https://cdn.openart.ai/published/nAGBbIF77RuXsH15S90g/R6fCrs1n_SGiZ_512.webp,,1024,1024
mLDH5phop2v3J2eWDB5m,a cartoon character for a microgreens company. retro disco funky sprout character,https://cdn.openart.ai/uploads/image_Z3l6cGPg_1709735810578_raw.jpg,https://cdn.openart.ai/published/cE8Ken0T5mxNjAHkCEyp/qZtItMU4_9DQ9_512.webp,,1024,1024
SBsHd3s0Jgy4xjXcoQ4R,a cartoon character for a microgreens company. retro disco funky sprout character,https://cdn.openart.ai/uploads/image_YkGWzhEA_1709736182185_raw.jpg,https://cdn.openart.ai/published/cE8Ken0T5mxNjAHkCEyp/L2-ldxny_vqf-_512.webp,,1024,1024
rGZ381Wf2PpTVuuNANMq,a cartoon character for a microgreens company. retro disco funky sprout character,https://cdn.openart.ai/uploads/image_1vTyjfvq_1709736157519_raw.jpg,https://cdn.openart.ai/published/cE8Ken0T5mxNjAHkCEyp/yKpmgWGO_kk2n_512.webp,,1024,1024
H7cwBCTT4kDSwfWlOGuZ,Character design sheet Character design sheet Layne Staley as a DnD character,https://cdn.openart.ai/uploads/image_KGdnvHSX_1721049539619_raw.jpg,https://cdn.openart.ai/published/SrdDuSxkIHmahwr3Eh9K/Hdz0IFYI_QC6v_512.webp,,1024,1024
ndlfxPJI5q98Lic5dl2F,a set of cartoon single frames for each character in cartoon mobile games,https://cdn.openart.ai/uploads/image_fwc7ieWo_1722514941916_raw.jpg,https://cdn.openart.ai/published/0nEsPBpzF9qgXH5tgVWe/J4dQD6FK_u8H__512.webp,,1024,1024
R8cqRo93sHRLmNwBxAHA,Cartoon Graffiti character art on back canvas backround,https://cdn.openart.ai/uploads/image_SRfgfM0x_1713544064247_raw.jpg,https://cdn.openart.ai/published/wv17Ana4hO31ro1xSXnL/oJyZEA2m_eDWj_512.webp,,1024,1024
MTLGhvfGyy94iRx8EOHd,Cartoon Graffiti character art on back canvas backround,https://cdn.openart.ai/uploads/image_MdlKt24U_1713544090737_raw.jpg,https://cdn.openart.ai/published/wv17Ana4hO31ro1xSXnL/1J7bj-OJ_Mtzo_512.webp,,1024,1024
WCD62uDpksjPJTSK6lIN,Colorful Cartoon Graffiti character on black backround,https://cdn.openart.ai/uploads/image_1Xi8iolH_1713544262881_raw.jpg,https://cdn.openart.ai/published/wv17Ana4hO31ro1xSXnL/MT7xTPCj_C2Wr_512.webp,,1024,1024
oNH1frVF0RHqsiQOG0GE,create a cartoon golf ball that is cartoon character,https://cdn.openart.ai/uploads/image_lrqxeUlg_1713240960365_raw.jpg,https://cdn.openart.ai/published/EfGVvzLoOdM0LlHtvupo/0qb5aX2r_DrSg_512.webp,,1024,1024
21f4li1GPJINZz7v3Erp,cartoon animal character getting high on cannabis,https://cdn.openart.ai/uploads/image_6rwnQMKQ_1705611627707_raw.jpg,https://cdn.openart.ai/published/9FuYqIu6Gt2Nsx5ch2fL/1rfre9Sz_NSTh_512.webp,,640,640
XsM5pxqYYJXTCEnGYVEg,create a cartoon character version of Snoop Dogg,https://cdn.openart.ai/uploads/image_dqVWqqSH_1711400371385_raw.jpg,https://cdn.openart.ai/published/cE8Ken0T5mxNjAHkCEyp/szNtEn46_mc4g_512.webp,,1024,1024
qFUpCwQcO5JaeYGexbVP,Cartoon character Johnny Bravo as a saint,https://cdn.openart.ai/uploads/image_KcVy7muf_1710301845546_raw.jpg,https://cdn.openart.ai/published/nDdW5aEy1lwInb1I7Ccn/RIZj9bNF_kNnC_512.webp,,1024,1024
BupCSXCK9tyEwU1idaw3,a kimchi cartoon character in anime style,https://cdn.openart.ai/uploads/image_Y1bosq7a_1724943540979_raw.jpg,https://cdn.openart.ai/published/KJhDge5TkAy19ZvpoMtG/Pc-8yLcs_2uS7_512.webp,,1024,1024
IzPYp25roH3RW3fdxo9N,knowledge and health cartoon character,https://cdn.openart.ai/uploads/image_71M6fFOA_1724015915611_raw.jpg,https://cdn.openart.ai/published/Z7GG1NayOxMzJHDBM0Cq/ghcpIyNH_y8Pu_512.webp,,1024,1024
4CRgURnfXJ8VK8uaFpNk,cartoon car design in black and white,https://cdn.openart.ai/uploads/image_jAbwY_hP_1720804641240_raw.jpg,https://cdn.openart.ai/published/user_2j9etVb9OlBcWDypW56MT0smySy/RtEh_rDG_WQKa_512.webp,,1024,1024
oRHrA2CS76Yi0EaALHrl,A 3x4 photo of a cartoon character,https://cdn.openart.ai/uploads/image_6HvubVlT_1711424477732_raw.jpg,https://cdn.openart.ai/published/awsSpuWBL2XGzN95ft6l/HYPOkYSO_QASN_512.webp,,1024,1024
OhyGA0KuuHg9zz3iHlPi,happy customer cartoon character,https://cdn.openart.ai/uploads/image_1Z82Gcsg_1723682993418_raw.jpg,https://cdn.openart.ai/published/GZ7aSyy09LDxdy1IEhUU/4TYX-6qN_X0Rs_512.webp,,1024,1024
Z809gEaTzZh3PQC9Ges5,DIY Fashion Design Kit cartoon,https://cdn.openart.ai/uploads/image_uJpCudwf_1706667312156_raw.jpg,https://cdn.openart.ai/published/HCk2ziQWkZVtBipU9u2a/ers_skLj_txMs_512.webp,,640,640
u4eM0oQmBYyTt9iMvgNR,Lionel Messi cartoon character,https://cdn.openart.ai/uploads/image_k37DurVB_1726123506232_raw.jpg,https://cdn.openart.ai/published/6mEDKQgsIt9Uwj9DQuXB/94NYLCkV_BaEp_512.webp,,1024,1024
hd3Os5uI89Gu8xw3NkRt,dependable cartoon character,https://cdn.openart.ai/uploads/image_jJljVnsz_1729025479161_raw.jpg,https://cdn.openart.ai/published/VzTHSjiXPvwYhzEDJGC9/18BO3XEZ_r3RZ_512.webp,,1024,1024
