id,description,image_url,image_web,title,width,height
vBoB9J6uM8xzWuJggVI6," Short Description for Image Generator Title: Minimalist Children's Book Character: Triangle Visual: Character: A monochrome rshape composed of simple geometric shapes (triangles, squares, circles). Colors: A single dark color (black, white, gray, or another dark color). Emotion: Neutral or happy expression. Poses: Various poses (sitting, walking, running, etc.). Additional Information: The character should have a minimalist and simple design. The character should have a single color, and the colors should be dark tones. The character's expression should be neutral or happy. The character should be shown in different poses. Notes: Please feel free to adapt this description to your own ideas and imagination. You are free to make changes to develop the character's personality and story. You can experiment with different shapes, colors, and poses to enhance the character's visual appeal.",https://cdn.openart.ai/uploads/image_2TXXKer1_1716752923880_raw.jpg,https://cdn.openart.ai/published/FfpryepKHQlzaWGGlfbq/S1i11lla_gPX-_512.webp,,1024,1024
LZUHN87S7YsBGGgtB6EB,"Sprite sheet for character poses. Ignore background and make all raccoons the same size in a two rows. Same clothing for all images. A whimsical cartoon-style raccoon wizard character sheet featuring 6 dynamic poses. The raccoon has soft gray fur with black eye markings and a fluffy striped tail. It wears a starry purple wizard robe with gold trim and a floppy matching pointed hat. Poses include casting spells, waving, holding a glowing wooden staff topped with a crystal orb, and holding an open spellbook, with magical energy effects and vibrant sparkles. The style is animated, crisp, and vibrant, perfect for games or animation projects. The background includes subtle mystical elements with a fantasy theme. High-quality, 4K resolution, clear and suitable for a sprite sheet or animation design.",https://cdn.openart.ai/uploads/image_p6PfZ21Y_1733256114327_raw.jpg,https://cdn.openart.ai/published/Jpyn4bJmes5ElfLE0Atn/bRUb3TjX_ucfL_512.webp,,1024,1024
oVF7mPHhz9DQwTPjyyUG,"Cartoon-style illustration of an enthusiastic couple taking a selfie, front row at a lively sporting event, vibrant and energetic atmosphere, exaggerated expressions of excitement, exaggerated fun gestures, dynamic camera angle, exaggerated stadium environment, large cheering crowd, exaggerated stadium lights, high energy, exaggerated cheering, cartoon, lively colors, dynamic poses, exaggerated sporting event, best quality, high-res, vibrant, cartoon style, energetic lighting",https://cdn.openart.ai/uploads/image_kq48QQej_1715579563218_raw.jpg,https://cdn.openart.ai/published/eXMkTwnwRYc5JP4a5SPp/DyWDN78b_sjxN_512.webp,,1024,768
g9H9xgeUIxz8kOi6jh7g,"Front, side, and back view male character design reference, detailed anatomy, high quality, 3D rendering,T poses, professional, game art, detailed clothing and accessories, realistic lighting, character design reference, front view, side view, back view, detailed anatomy, 3D rendering, high quality, vibrant colors, fantasy, dynamic poses, professional, game art, detailed clothing and accessories, realistic lighting",https://cdn.openart.ai/uploads/upscaled/front-side-and-back-view-male-character-design-reference-detailed-anatomy-...rofessional-game-art-detailed-clothing-and-accessories-realistic-lighting_Pi9OlSPw_upscaled.jpg,https://cdn.openart.ai/published/hsXhdlrOBhovnaN1T0jx/Ad42Eg5h_jSl-_512.webp,,640,640
C9Ixosqu3COYwRrzZWMJ,"Bratz cartoon photo, vibrant and colorful, high quality, detailed facial features, stylish outfits and accessories, fashionable makeup and hairstyles, 3D rendering, bright and lively, doll-like aesthetic, urban city background, sassy and confident poses, 4k, colorful, detailed facial features, stylish, 3D, vibrant, urban, doll-like aesthetic, confident poses, high quality, lively, fashionable, big eyes, big lips",https://cdn.openart.ai/uploads/image_sXEmBwoD_1702678546819_raw.jpg,https://cdn.openart.ai/published/Fbo3Ihd9uxi4qiwi2k9z/ki0olznB__s9S_512.webp,,736,736
SnDLT0X5aQ5edSUNOaa0,"Bratz cartoon photo, vibrant and colorful, high quality, detailed facial features, stylish outfits and accessories, fashionable makeup and hairstyles, 3D rendering, bright and lively, doll-like aesthetic, urban city background, sassy and confident poses, 4k, colorful, detailed facial features, stylish, 3D, vibrant, urban, doll-like aesthetic, confident poses, high quality, lively, fashionable, big eyes, big lips",https://cdn.openart.ai/uploads/image_IV7q0vES_1702678196512_raw.jpg,https://cdn.openart.ai/published/Fbo3Ihd9uxi4qiwi2k9z/_qKqkK4T_ZMbg_512.webp,,736,736
zyQf6q2E5CaTNFNOOzxZ,"Bratz cartoon photo, vibrant and colorful, high quality, detailed facial features, stylish outfits and accessories, fashionable makeup and hairstyles, 3D rendering, bright and lively, doll-like aesthetic, urban city background, sassy and confident poses, 4k, colorful, detailed facial features, stylish, 3D, vibrant, urban, doll-like aesthetic, confident poses, high quality, lively, fashionable, big eyes, big lips",https://cdn.openart.ai/uploads/image_s05zbGKz_1702677872151_raw.jpg,https://cdn.openart.ai/published/Fbo3Ihd9uxi4qiwi2k9z/kWn_82sA_MyRr_512.webp,,736,736
up2kAEHHVPnThiKcpiqI,"Bratz cartoon photo, vibrant and colorful, high quality, detailed facial features, stylish outfits and accessories, fashionable makeup and hairstyles, 3D rendering, bright and lively, doll-like aesthetic, urban city background, sassy and confident poses, 4k, colorful, detailed facial features, stylish, 3D, vibrant, urban, doll-like aesthetic, confident poses, high quality, lively, fashionable",https://cdn.openart.ai/uploads/image_y5cMm0QY_1704753961440_raw.jpg,https://cdn.openart.ai/published/DlvQcI4hXnbGI2IJS0ot/v-v6ekDP_sxTE_512.webp,,768,768
0rDYqLwLVeeA8AfOfCTn,"3D, 4D, 8K, Ganesha character, children's book illustration style, multiple poses and expressions, cinematic, cinema 4D render, vibrant colors, joyful celebrations, detailed features, cute and charming, traditional attire, intricate patterns, festive atmosphere, high quality, happy Ganesh Chaturthi, colorful, dynamic poses, professional lighting",https://cdn.openart.ai/uploads/image_4KT-QWa8_1711888987957_raw.jpg,https://cdn.openart.ai/published/tnCd7ortK7BIgzUJgkXi/L9daOrXH_VGjM_512.webp,,1024,1024
bs4fJp5qeLe1jSmvIXHG,"3D, 4D, 8K, Ganesha character, children's book illustration style, multiple poses and expressions, cinematic, cinema 4D render, vibrant colors, joyful celebrations, detailed features, cute and charming, traditional attire, intricate patterns, festive atmosphere, high quality, happy Ganesh Chaturthi, colorful, dynamic poses, professional lighting",https://cdn.openart.ai/uploads/image_Up7wPtW9_1711896695095_raw.jpg,https://cdn.openart.ai/published/6QxHKJTiyDb21ZnkDZ3m/PQoFqy1x_3YXQ_512.webp,,1024,1024
