id,description,image_url,image_web,title,width,height
8KUx3fV6ekXrlIgEEeA6,"Cartoon-style illustration of a thrilling avalanche, snowy mountain landscape, energetic snow movement, playful cartoonish snowflakes, exaggerated scale and motion, vibrant and colorful, dynamic composition, high energy, stylized cartoon, humorous interpretation, exaggerated action, comical snow characters, vibrant cartoony color palette, playful and exaggerated style, action-packed scene, best quality, high energy, vibrant colors, cartoon style, playful, exaggerated motion, snowy landscape, dynamic composition, comical characters, highres, dynamic lighting",https://cdn.openart.ai/uploads/image_Ptf9qP-5_1710985748734_raw.jpg,https://cdn.openart.ai/published/j5uEhpu0cEyvrevN9ipW/MjK7YZwj_CMXl_512.webp,,1024,1024
tbVxFxsxpAJlKcRfvdgn,"Make a list of secondary characters for a kawaii chibi-style comic. The characters should be cute and adorable, and they should fit well with the overall tone and vibe of the comic. The characters should have unique and distinct personalities, and they should play an important role in the story. The characters should also have distinctive design elements, such as unique costumes, hair colors, and accessories. The list should include at least 3 characters.<mymodel>",https://cdn.openart.ai/fine_tuning/5cji5S3b38OS5IsdXin4/image_4a87513d_1712541534074_raw.jpg,https://cdn.openart.ai/published/5cji5S3b38OS5IsdXin4/RxNAYe3f_wWS__512.webp,,1024,1024
3hbrkQXsW1ZPzWvJjP7k,"Make a list of secondary characters for a kawaii chibi-style comic. The characters should be cute and adorable, and they should fit well with the overall tone and vibe of the comic. The characters should have unique and distinct personalities, and they should play an important role in the story. The characters should also have distinctive design elements, such as unique costumes, hair colors, and accessories. The list should include at least 3 characters.<mymodel>",https://cdn.openart.ai/fine_tuning/5cji5S3b38OS5IsdXin4/image_ec1bc6e9_1712541509742_raw.jpg,https://cdn.openart.ai/published/5cji5S3b38OS5IsdXin4/a0S8_HE4_octw_512.webp,,1024,1024
quSv6w8ZW9v5vS5I1VO6,"Make a list of secondary characters for a kawaii chibi-style comic. The characters should be cute and adorable, and they should fit well with the overall tone and vibe of the comic. The characters should have unique and distinct personalities, and they should play an important role in the story. The characters should also have distinctive design elements, such as unique costumes, hair colors, and accessories. The list should include at least 3 characters.<mymodel>",https://cdn.openart.ai/fine_tuning/5cji5S3b38OS5IsdXin4/image_cf8270ee_1712541527482_raw.jpg,https://cdn.openart.ai/published/5cji5S3b38OS5IsdXin4/BQQFQllY_4JAJ_512.webp,,1024,1024
3xkZePtqkxZIkG3jBVJY,"Cartoon-style space exploration for the best marijuana in the galaxy finding big plants, black and white, spaceship crew in action, detailed space suits, futuristic spacecraft, high contrast, ink-style shading, detailed characters, galactic search, professional illustration, highres, detailed, cartoon, black and white, space exploration, futuristic, high contrast, detailed characters, spacecraft, space suits, galactic search, ink-style shading",https://cdn.openart.ai/uploads/image_t1nECoqo_1713069701024_raw.jpg,https://cdn.openart.ai/published/BdjmHLD8eky4No1GDo9k/HIWCs7Ae_AFoL_512.webp,,1024,1024
5psdrtfys7Dz3GKuCtVr,"Cartoon-style Instagram post of a nightclub scene, neon lasers in the background, promoting Live Music Weekends, priced at £99pp, vibrant and colorful, detailed cartoon characters, energetic atmosphere, high quality, cartoon, nightlife, neon lights, vibrant colors, energetic, detailed illustration, promotional post, music event, nightclub setting, laser show, weekend offer, £99pp",https://cdn.openart.ai/uploads/image_EhrJWEae_1714902777581_raw.jpg,https://cdn.openart.ai/published/5qbCgjwYUSsr2ywaBgf9/EwP4HEJd_uB-D_raw.jpg,,1024,328
4qiqACyjIVzaWA6K2VRc,"Cartoon-style Instagram post of a nightclub scene, neon lasers in the background, promoting Live Music Weekends, priced at £99pp, vibrant and colorful, detailed cartoon characters, energetic atmosphere, high quality, cartoon, nightlife, neon lights, vibrant colors, energetic, detailed illustration, promotional post, music event, nightclub setting, laser show, weekend offer, £99pp",https://cdn.openart.ai/uploads/image_ja9u1HRj_1714902763869_raw.jpg,https://cdn.openart.ai/published/5qbCgjwYUSsr2ywaBgf9/GlTu1l1R_FhP3_raw.jpg,,1024,328
p0iHU25CigNRIe6qCn51,"white background, emotes, icon, sticker, decal, avatar, logo, telegram sticker, illustration icon, white background, illustration art, 2D illustration art,2D vector art, masterpiece best quality chibi rem character icon illustration, short hair, cartoon, chibi emote, illustration minimalism, vector, by Pu Hua, anime still frame, Re:Zero, centered, white margin border,",https://cdn.openart.ai/uploads/image_17C5gIW0_1708726418504_raw.jpg,https://cdn.openart.ai/published/kfyZibDMnC7UsZok57KC/5P5zOC6T_0u08_512.webp,,512,512
iNHPdTR8qxnOD4fND88g,"Colorful cartoon illustration of a whimsical girl, vibrant and playful, cartoon style, bright and cheerful, colorful outfit with bold patterns, expressive eyes and exaggerated features, dynamic pose with a sense of movement, best quality, highres, vibrant colors, cartoon, whimsical, playful, dynamic, colorful design, expressive characters, animated, cheerful lighting",https://cdn.openart.ai/uploads/image_crr74OES_1705977678544_raw.jpg,https://cdn.openart.ai/published/IqJ67eu46oSnnYMjY7AN/Z4P67Zk2_-66g_512.webp,,512,512
jD8AxYDbNFZVDGD7vYIK,"Cartoon-style depiction of 'Investment Dojo' basketball court, Wall Street team in suits vs everyday people in basketball gear, vibrant and dynamic, detailed characters, expressive facial features, professional cartoon artwork, energetic and competitive atmosphere, vibrant colors, dynamic lighting, high quality, professional cartoon-style, detailed background",https://cdn.openart.ai/uploads/image_dg9NO2ID_1712939489268_raw.jpg,https://cdn.openart.ai/published/mfSAKVPbT1aU3AZ6ne0b/eps2X6mN_OpdR_512.webp,,1024,1024
