id,description,image_url,image_web,title,width,height
k3GmTw6sdj9uaW2rNQZJ,"In the image, a group of characters appears to be engaged in combat against a large, menacing robot. The robot, towering over the human figures, has a skull-like face and is firing multiple projectiles. There are four smaller figures, each with their own weapons, presumably fighting the robot. The scene is pixelated, suggesting it is a screenshot from a video game, with the characters on different levels of a structure which gives the scene a layered and dynamic feel. There’s a sense of intense action and conflict, with explosions and gunfire captured mid-battle.",https://cdn.openart.ai/uploads/image_d14-0yjo_1714277913572_raw.jpg,https://cdn.openart.ai/published/2ZKmOqkTt28Iu2Pzu4XN/LmlzSc_f_hUHk_512.webp,,1024,1024
8KUx3fV6ekXrlIgEEeA6,"Cartoon-style illustration of a thrilling avalanche, snowy mountain landscape, energetic snow movement, playful cartoonish snowflakes, exaggerated scale and motion, vibrant and colorful, dynamic composition, high energy, stylized cartoon, humorous interpretation, exaggerated action, comical snow characters, vibrant cartoony color palette, playful and exaggerated style, action-packed scene, best quality, high energy, vibrant colors, cartoon style, playful, exaggerated motion, snowy landscape, dynamic composition, comical characters, highres, dynamic lighting",https://cdn.openart.ai/uploads/image_Ptf9qP-5_1710985748734_raw.jpg,https://cdn.openart.ai/published/j5uEhpu0cEyvrevN9ipW/MjK7YZwj_CMXl_512.webp,,1024,1024
3xkZePtqkxZIkG3jBVJY,"Cartoon-style space exploration for the best marijuana in the galaxy finding big plants, black and white, spaceship crew in action, detailed space suits, futuristic spacecraft, high contrast, ink-style shading, detailed characters, galactic search, professional illustration, highres, detailed, cartoon, black and white, space exploration, futuristic, high contrast, detailed characters, spacecraft, space suits, galactic search, ink-style shading",https://cdn.openart.ai/uploads/image_t1nECoqo_1713069701024_raw.jpg,https://cdn.openart.ai/published/BdjmHLD8eky4No1GDo9k/HIWCs7Ae_AFoL_512.webp,,1024,1024
5psdrtfys7Dz3GKuCtVr,"Cartoon-style Instagram post of a nightclub scene, neon lasers in the background, promoting Live Music Weekends, priced at £99pp, vibrant and colorful, detailed cartoon characters, energetic atmosphere, high quality, cartoon, nightlife, neon lights, vibrant colors, energetic, detailed illustration, promotional post, music event, nightclub setting, laser show, weekend offer, £99pp",https://cdn.openart.ai/uploads/image_EhrJWEae_1714902777581_raw.jpg,https://cdn.openart.ai/published/5qbCgjwYUSsr2ywaBgf9/EwP4HEJd_uB-D_raw.jpg,,1024,328
4qiqACyjIVzaWA6K2VRc,"Cartoon-style Instagram post of a nightclub scene, neon lasers in the background, promoting Live Music Weekends, priced at £99pp, vibrant and colorful, detailed cartoon characters, energetic atmosphere, high quality, cartoon, nightlife, neon lights, vibrant colors, energetic, detailed illustration, promotional post, music event, nightclub setting, laser show, weekend offer, £99pp",https://cdn.openart.ai/uploads/image_ja9u1HRj_1714902763869_raw.jpg,https://cdn.openart.ai/published/5qbCgjwYUSsr2ywaBgf9/GlTu1l1R_FhP3_raw.jpg,,1024,328
iNHPdTR8qxnOD4fND88g,"Colorful cartoon illustration of a whimsical girl, vibrant and playful, cartoon style, bright and cheerful, colorful outfit with bold patterns, expressive eyes and exaggerated features, dynamic pose with a sense of movement, best quality, highres, vibrant colors, cartoon, whimsical, playful, dynamic, colorful design, expressive characters, animated, cheerful lighting",https://cdn.openart.ai/uploads/image_crr74OES_1705977678544_raw.jpg,https://cdn.openart.ai/published/IqJ67eu46oSnnYMjY7AN/Z4P67Zk2_-66g_512.webp,,512,512
46z7ywQd4VHQ2zZsInLb,"photorealistic, (futuristic-sci-fi style), (warm color scheme), dynamic scene of the female Robot versus the female robot, (highly detailed), intense action, vibrant lighting, immersive sci-fi ambiance, dramatic shadows, intricate mechanical features, metallic textures, highly defined characters in combat, cinematic composition, 4K quality, fast-paced tension.",https://cdn.openart.ai/uploads/upscaled/photorealistic-futuristic-sci-fi-style-warm-color-scheme-dynamic-scene-of-...-characters-in-combat-cinematic-composition-4k-quality-fast-paced-tension_v0UtFmMo_upscaled.jpg,https://cdn.openart.ai/published/user_2ifCOKbrB4hgWGuXCwFcImvQFxU/WsgWySjS___HW_512.webp,,512,416
bg5Dq2R2c7TDdRC2c0ns,"photorealistic, (futuristic-sci-fi style), (warm color scheme), dynamic scene of the female Robot versus the female robot, (highly detailed), intense action, vibrant lighting, immersive sci-fi ambiance, dramatic shadows, intricate mechanical features, metallic textures, highly defined characters in combat, cinematic composition, 4K quality, fast-paced tension.",https://cdn.openart.ai/uploads/upscaled/photorealistic-futuristic-sci-fi-style-warm-color-scheme-dynamic-scene-of-...-characters-in-combat-cinematic-composition-4k-quality-fast-paced-tension_11z-xh0C_upscaled.jpg,https://cdn.openart.ai/published/user_2ifCOKbrB4hgWGuXCwFcImvQFxU/2Wl3ElnN_2r1u_512.webp,,512,416
zSFNyS3Ptu9f1iJv7IRG,"photorealistic, (futuristic-sci-fi style), (warm color scheme), dynamic scene of the female Robot versus the female robot, (highly detailed), intense action, vibrant lighting, immersive sci-fi ambiance, dramatic shadows, intricate mechanical features, metallic textures, highly defined characters in combat, cinematic composition, 4K quality, fast-paced tension.",https://cdn.openart.ai/uploads/upscaled/photorealistic-futuristic-sci-fi-style-warm-color-scheme-dynamic-scene-of-...-characters-in-combat-cinematic-composition-4k-quality-fast-paced-tension_3DEXH7wE_upscaled.jpg,https://cdn.openart.ai/published/user_2ifCOKbrB4hgWGuXCwFcImvQFxU/YhJvnfjM_if0E_512.webp,,512,416
jD8AxYDbNFZVDGD7vYIK,"Cartoon-style depiction of 'Investment Dojo' basketball court, Wall Street team in suits vs everyday people in basketball gear, vibrant and dynamic, detailed characters, expressive facial features, professional cartoon artwork, energetic and competitive atmosphere, vibrant colors, dynamic lighting, high quality, professional cartoon-style, detailed background",https://cdn.openart.ai/uploads/image_dg9NO2ID_1712939489268_raw.jpg,https://cdn.openart.ai/published/mfSAKVPbT1aU3AZ6ne0b/eps2X6mN_OpdR_512.webp,,1024,1024
