id,description,image_url,image_web,title,width,height
aJqQl5YXELQMOWGeVi9K,"Professional cartoon illustration of direct primary care, detailed physician-patient relationship, no third party involvement, high quality, cartoon style, warm and friendly tones, comforting atmosphere, detailed characters, caring interaction, clear communication, patient-centered focus, warm lighting, professional, caring, detailed, direct primary care, no third party, high quality, cartoon, warm tones, comforting atmosphere, patient-centered",https://cdn.openart.ai/uploads/image_16Vn_wen_1720365933841_raw.jpg,https://cdn.openart.ai/published/UOyoaIgwAn07E7K8YBHn/6V0q3l5G_9sK__512.webp,,1024,1024
7ENAfrQwSFGFbL4OeJWk,"<mymodel>Cartoon-style illustration of a van of Scoubidou team with people inside, man in the back with a sign, underground comix, comic cover art, comic book panel, vibrant colors, bold outlines, detailed van with retro design, diverse characters, dynamic composition, professional artwork, expressive typography, detailed facial features, high quality, vibrant colors, cartoon style, retro design, dynamic composition, professional artwork",https://cdn.openart.ai/fine_tuning/5cji5S3b38OS5IsdXin4/image_35ecc4c4_1711966042679_1024.webp,,,1024,1024
8pjwJPNsIZVp4ZaZxigF,"Star Wars characters as (gorgeous Asian queen), showcasing majestic and intricate costumes inspired by official lore, set against a breathtaking winter landscape adorned with sparkling snowflakes, ethereal icy blue tones, warm golden highlights reflecting on fur-trimmed garments, (4K), ultra-detailed, capturing an enchanting atmosphere of regal elegance and winter wonder, marvel at their detailed expressions and imposing presence.",https://cdn.openart.ai/uploads/image_In3XXmJz_1730274500367_raw.jpg,https://cdn.openart.ai/published/t5dcsR8BQHBY1QuyMSiQ/qvYDcfm2_QAmf_512.webp,,1024,1024
5psdrtfys7Dz3GKuCtVr,"Cartoon-style Instagram post of a nightclub scene, neon lasers in the background, promoting Live Music Weekends, priced at £99pp, vibrant and colorful, detailed cartoon characters, energetic atmosphere, high quality, cartoon, nightlife, neon lights, vibrant colors, energetic, detailed illustration, promotional post, music event, nightclub setting, laser show, weekend offer, £99pp",https://cdn.openart.ai/uploads/image_EhrJWEae_1714902777581_raw.jpg,https://cdn.openart.ai/published/5qbCgjwYUSsr2ywaBgf9/EwP4HEJd_uB-D_raw.jpg,,1024,328
baYkXS3It0PwhZL2W950,"Surrealism illustration of three cats in Halloween costumes, surrounded by cats, vibrant and dreamlike colors, whimsical surreal style, detailed fur and costumes, playful and mischievous expression, candy-filled bags, whimsical neighborhood setting, best quality, highres, surrealism, Halloween, vibrant colors, dreamlike, detailed costumes, whimsical atmosphere, playful expression",https://cdn.openart.ai/uploads/image_Y0BpVLwf_1715714509171_raw.jpg,https://cdn.openart.ai/published/4zq28ICKJT4ABkJBB8rC/Esbs7bSb_HJZq_512.webp,,1024,1024
4qiqACyjIVzaWA6K2VRc,"Cartoon-style Instagram post of a nightclub scene, neon lasers in the background, promoting Live Music Weekends, priced at £99pp, vibrant and colorful, detailed cartoon characters, energetic atmosphere, high quality, cartoon, nightlife, neon lights, vibrant colors, energetic, detailed illustration, promotional post, music event, nightclub setting, laser show, weekend offer, £99pp",https://cdn.openart.ai/uploads/image_ja9u1HRj_1714902763869_raw.jpg,https://cdn.openart.ai/published/5qbCgjwYUSsr2ywaBgf9/GlTu1l1R_FhP3_raw.jpg,,1024,328
T1inZd18jR8WHrlGeF5r,"Cartoon transformation of a joyful family picnic, vibrant colors, playful and dynamic style, detailed expressions, lush green surroundings, happy and relaxed atmosphere, high quality, vibrant, dynamic, detailed characters, lush environment, joyful ambiance, professional, vibrant colors, playful style, artistic transformation, cartoon, detailed expressions, vivid lighting",https://cdn.openart.ai/uploads/image_KTevBZgG_1720388239303_raw.jpg,https://cdn.openart.ai/published/iUvnhRz7Qsp5h4RMhzFK/n4L3aVEV_wAhr_512.webp,,1024,1024
iNHPdTR8qxnOD4fND88g,"Colorful cartoon illustration of a whimsical girl, vibrant and playful, cartoon style, bright and cheerful, colorful outfit with bold patterns, expressive eyes and exaggerated features, dynamic pose with a sense of movement, best quality, highres, vibrant colors, cartoon, whimsical, playful, dynamic, colorful design, expressive characters, animated, cheerful lighting",https://cdn.openart.ai/uploads/image_crr74OES_1705977678544_raw.jpg,https://cdn.openart.ai/published/IqJ67eu46oSnnYMjY7AN/Z4P67Zk2_-66g_512.webp,,512,512
jD8AxYDbNFZVDGD7vYIK,"Cartoon-style depiction of 'Investment Dojo' basketball court, Wall Street team in suits vs everyday people in basketball gear, vibrant and dynamic, detailed characters, expressive facial features, professional cartoon artwork, energetic and competitive atmosphere, vibrant colors, dynamic lighting, high quality, professional cartoon-style, detailed background",https://cdn.openart.ai/uploads/image_dg9NO2ID_1712939489268_raw.jpg,https://cdn.openart.ai/published/mfSAKVPbT1aU3AZ6ne0b/eps2X6mN_OpdR_512.webp,,1024,1024
VU2mDV1tfXes87CvIXxm,"Cartoon-style illustration of an affiliate marketer helping an e-commerce entrepreneur, cheerful and dynamic vibe, vibrant and colorful, professional cartoon art, detailed characters, lively expression, high quality, energetic, vibrant colors, dynamic poses, digital art, cartoon style, detailed features, modern setting, professional attire, bright lighting",https://cdn.openart.ai/uploads/image_WYQwgvhi_1710374146477_raw.jpg,https://cdn.openart.ai/published/xlrD8dM2VNoH7TEkPrc8/-vfomPLZ_7XbL_512.webp,,1024,1024
CGa4v7ZxDQiX6wBjCbZz,"(cartoon style), (vibrant cool colors), playful characters, lively expression, whimsical background, charming atmosphere, cheerful vibe, bold outlines, exaggerated features, creative design elements, highly detailed illustration, captivating concept, unique characters, entertaining composition, inviting scene, imaginative creativity, striking aesthetics.",https://cdn.openart.ai/uploads/image_fvJSQWKu_1723861281220_raw.jpg,https://cdn.openart.ai/published/ZYtchJIaelGlqfFzbpe9/iMROsSJ8_sQcD_512.webp,,768,1024
