id,description,image_url,image_web,title,width,height
FKtfwr71oufEuOygBlKx,"(Judge Dredd Mandalorian) dynamic pose, blend iconic judge dredd helmet with Mandalorian helmet, Judge Dredd badge on chest, golden eagles for shoulder pauldrons, blend the armor of the two characters, blending elements of both characters, dark and mysterious ambiance, cool tones, sleek textures, high detail, dramatic shadows, futuristic cityscape background, moody lighting, enhanced visual contrast, 4K quality, emphasizing strength and fearlessness, epic superhero vibe.",https://cdn.openart.ai/uploads/upscaled/judge-dredd-mandalorian-dynamic-pose-blend-iconic-judge-dredd-helmet-with-...rast-4k-quality-emphasizing-strength-and-fearlessness-epic-superhero-vibe_F3JlxqFG_upscaled.jpg,https://cdn.openart.ai/published/ai2Mf7FbpfP1Pb5ZVoBk/_UXACspj_16ff_512.webp,,672,1024
aJqQl5YXELQMOWGeVi9K,"Professional cartoon illustration of direct primary care, detailed physician-patient relationship, no third party involvement, high quality, cartoon style, warm and friendly tones, comforting atmosphere, detailed characters, caring interaction, clear communication, patient-centered focus, warm lighting, professional, caring, detailed, direct primary care, no third party, high quality, cartoon, warm tones, comforting atmosphere, patient-centered",https://cdn.openart.ai/uploads/image_16Vn_wen_1720365933841_raw.jpg,https://cdn.openart.ai/published/UOyoaIgwAn07E7K8YBHn/6V0q3l5G_9sK__512.webp,,1024,1024
U2WZD9lw0CgRN7hmECBL,"Superhero cartoon of a 30-year-old tech support agent man, sharp jawline, brown hair, piercing blue eyes, high-quality 2D digital art, vibrant and dynamic style, bright and energetic color palette, heroic stance, futuristic tech gadgets, professional comic book illustration, detailed facial features, intense and focused gaze, vibrant tones, dynamic lighting, heroic theme, blue-eyed superhero, futuristic setting",https://cdn.openart.ai/uploads/image_AI0czETg_1713399786961_raw.jpg,https://cdn.openart.ai/published/3sRh0dn99s4CRdQAj86f/oIblxsS6_oNQI_512.webp,,1024,1024
5psdrtfys7Dz3GKuCtVr,"Cartoon-style Instagram post of a nightclub scene, neon lasers in the background, promoting Live Music Weekends, priced at £99pp, vibrant and colorful, detailed cartoon characters, energetic atmosphere, high quality, cartoon, nightlife, neon lights, vibrant colors, energetic, detailed illustration, promotional post, music event, nightclub setting, laser show, weekend offer, £99pp",https://cdn.openart.ai/uploads/image_EhrJWEae_1714902777581_raw.jpg,https://cdn.openart.ai/published/5qbCgjwYUSsr2ywaBgf9/EwP4HEJd_uB-D_raw.jpg,,1024,328
4qiqACyjIVzaWA6K2VRc,"Cartoon-style Instagram post of a nightclub scene, neon lasers in the background, promoting Live Music Weekends, priced at £99pp, vibrant and colorful, detailed cartoon characters, energetic atmosphere, high quality, cartoon, nightlife, neon lights, vibrant colors, energetic, detailed illustration, promotional post, music event, nightclub setting, laser show, weekend offer, £99pp",https://cdn.openart.ai/uploads/image_ja9u1HRj_1714902763869_raw.jpg,https://cdn.openart.ai/published/5qbCgjwYUSsr2ywaBgf9/GlTu1l1R_FhP3_raw.jpg,,1024,328
dREnf1RpdfGI449glkwR,"Cartoon illustration of lush green grass field, clear blue sky, vibrant colors, playful cartoon style, simple and clean design, high quality, bright and cheerful, sunny day, no characters, beautiful landscape, peaceful and serene, minimalistic, joyful atmosphere, cartoon, vibrant colors, lush green grass, clear blue sky, cheerful, simple design, high quality, peaceful atmosphere",https://cdn.openart.ai/uploads/image_tmXos18M_1716946409914_raw.jpg,https://cdn.openart.ai/published/LOV98TYpm6ZJgWouXzvj/Q1VfjH1g_m9Vx_512.webp,,816,1024
T1inZd18jR8WHrlGeF5r,"Cartoon transformation of a joyful family picnic, vibrant colors, playful and dynamic style, detailed expressions, lush green surroundings, happy and relaxed atmosphere, high quality, vibrant, dynamic, detailed characters, lush environment, joyful ambiance, professional, vibrant colors, playful style, artistic transformation, cartoon, detailed expressions, vivid lighting",https://cdn.openart.ai/uploads/image_KTevBZgG_1720388239303_raw.jpg,https://cdn.openart.ai/published/iUvnhRz7Qsp5h4RMhzFK/n4L3aVEV_wAhr_512.webp,,1024,1024
iNHPdTR8qxnOD4fND88g,"Colorful cartoon illustration of a whimsical girl, vibrant and playful, cartoon style, bright and cheerful, colorful outfit with bold patterns, expressive eyes and exaggerated features, dynamic pose with a sense of movement, best quality, highres, vibrant colors, cartoon, whimsical, playful, dynamic, colorful design, expressive characters, animated, cheerful lighting",https://cdn.openart.ai/uploads/image_crr74OES_1705977678544_raw.jpg,https://cdn.openart.ai/published/IqJ67eu46oSnnYMjY7AN/Z4P67Zk2_-66g_512.webp,,512,512
jD8AxYDbNFZVDGD7vYIK,"Cartoon-style depiction of 'Investment Dojo' basketball court, Wall Street team in suits vs everyday people in basketball gear, vibrant and dynamic, detailed characters, expressive facial features, professional cartoon artwork, energetic and competitive atmosphere, vibrant colors, dynamic lighting, high quality, professional cartoon-style, detailed background",https://cdn.openart.ai/uploads/image_dg9NO2ID_1712939489268_raw.jpg,https://cdn.openart.ai/published/mfSAKVPbT1aU3AZ6ne0b/eps2X6mN_OpdR_512.webp,,1024,1024
6D5PqSXqE4ByZiDoZeYQ,"Anime illustration of cartoon raccoons, opossums, and skunks doing karaoke, realistic living room, burning city view through windows, detailed fur with natural reflections, energetic atmosphere, high quality, anime, detailed characters, city on fire, cartoon animals, karaoke singers, dynamic lighting, living room, burning city background, apocalypse karaoke",https://cdn.openart.ai/uploads/image_ybbkV1AJ_1702018892310_raw.jpg,https://cdn.openart.ai/published/fdIkraVpXFGXZhVw4LpU/_y0VRROD_3yKx_512.webp,,640,640
rOxXUG0RI0wSdjbFC9l5,"Anime illustration of cartoon raccoons, opossums, and skunks doing karaoke, realistic living room, burning city view through windows, detailed fur with natural reflections, energetic atmosphere, high quality, anime, detailed characters, city on fire, cartoon animals, karaoke singers, dynamic lighting, living room, burning city background, apocalypse karaoke",https://cdn.openart.ai/uploads/image_A3cAgnoz_1702019126714_raw.jpg,https://cdn.openart.ai/published/fdIkraVpXFGXZhVw4LpU/Q8aKmTpe_Vst3_512.webp,,640,640
dBV7tbFJp2tNynifaIkB,"Anime illustration of cartoon raccoons, opossums, and skunks doing karaoke, realistic living room, burning city view through windows, detailed fur with natural reflections, energetic atmosphere, high quality, anime, detailed characters, city on fire, cartoon animals, karaoke singers, dynamic lighting, living room, burning city background, apocalypse karaoke",https://cdn.openart.ai/uploads/image_8eM8gkxy_1702019117062_raw.jpg,https://cdn.openart.ai/published/fdIkraVpXFGXZhVw4LpU/RvmX-89o_Nyzl_512.webp,,640,640
VU2mDV1tfXes87CvIXxm,"Cartoon-style illustration of an affiliate marketer helping an e-commerce entrepreneur, cheerful and dynamic vibe, vibrant and colorful, professional cartoon art, detailed characters, lively expression, high quality, energetic, vibrant colors, dynamic poses, digital art, cartoon style, detailed features, modern setting, professional attire, bright lighting",https://cdn.openart.ai/uploads/image_WYQwgvhi_1710374146477_raw.jpg,https://cdn.openart.ai/published/xlrD8dM2VNoH7TEkPrc8/-vfomPLZ_7XbL_512.webp,,1024,1024
RLSqjYMM9X5yU6zxaXCD,"Cat playing a grand piano, dog conducting an orchestra, whimsical and playful, cartoon style, vibrant color palette, dynamic composition, detailed fur and whiskers, expressive facial features, lively and energetic, high quality, cartoon, vibrant colors, detailed fur, dynamic composition, whimsical, playful, expressive characters, professional lighting",https://cdn.openart.ai/uploads/image_FEMKCcH-_1713395164761_raw.jpg,https://cdn.openart.ai/published/gSHueXOo3ZIvyxQREqrC/u-uqTJ6l_P7P9_512.webp,,1024,1024
mbKDPd3L9xuIijxE6H7Q,"Cat playing a grand piano, dog conducting an orchestra, whimsical and playful, cartoon style, vibrant color palette, dynamic composition, detailed fur and whiskers, expressive facial features, lively and energetic, high quality, cartoon, vibrant colors, detailed fur, dynamic composition, whimsical, playful, expressive characters, professional lighting",https://cdn.openart.ai/uploads/image_4i5TyhHx_1713395147510_raw.jpg,https://cdn.openart.ai/published/gSHueXOo3ZIvyxQREqrC/knLphvh2_52SU_512.webp,,1024,1024
lnXyVAxXgrxUhI2FYupX,"Fast food breakfast country style restaurant, overweight customers, fast eating, gluttony, Herbert Block cartoon, hyper-realistic, messy, colorful, detailed characters, exaggerated facial expressions, chaotic atmosphere, vibrant colors, exaggerated proportions, comic, caricature, high quality, hyper-realism, cartoon style, bustling, chaotic lighting",https://cdn.openart.ai/uploads/image_VXBFgKaC_1715524122903_raw.jpg,https://cdn.openart.ai/published/vGxpwMdawKdZn6ffQKSO/LhAxjGpM_X33t_512.webp,,1024,1024
8X11PzdJZyjFdxorB7a3,"Fast food breakfast country style restaurant, overweight customers, fast eating, gluttony, Herbert Block cartoon, hyper-realistic, messy, colorful, detailed characters, exaggerated facial expressions, chaotic atmosphere, vibrant colors, exaggerated proportions, comic, caricature, high quality, hyper-realism, cartoon style, bustling, chaotic lighting",https://cdn.openart.ai/uploads/image_Idgrj1Im_1715524148832_raw.jpg,https://cdn.openart.ai/published/vGxpwMdawKdZn6ffQKSO/_mkw_fc6_zxBe_512.webp,,1024,1024
m1B2yBqiEAKpqKXCgFnf,"Cartoon-style illustration of the Wizard of Oz story, chubby purple hookah with cartoon eyes and mustache, girl in pink hijab, journeying on a yellow brick road, fantastical forest creatures, vibrant color palette, whimsical and magical, detailed characters, high-quality, cartoon, fantasy, vibrant colors, detailed environment, enchanting lighting",https://cdn.openart.ai/uploads/image_auYF8WBd_1710277783118_raw.jpg,https://cdn.openart.ai/published/zjiVSefXjnF1fpJGXcly/5BFrlJbV_plGv_512.webp,,1024,1024
NffY6horGJKlWO4LTibb,"Realistic illustration of Dragon Balls GT in DC style, high quality, detailed, realistic, professional, dragon balls, dynamic action, superhero characters, vibrant colors, lifelike textures, comic book style, dramatic lighting, powerful energy effects, realistic rendering, epic battle, action-packed, intense emotions, dynamic composition",https://cdn.openart.ai/uploads/upscaled/realistic-illustration-of-dragon-balls-gt-in-dc-style-high-quality-detaile...-rendering-epic-battle-action-packed-intense-emotions-dynamic-composition_HnxIfWVf_upscaled.jpg,https://cdn.openart.ai/published/2qtF3g4taPD5k8vB73H4/l_qHqa0v_AoPc_512.webp,,1024,1024
IolO1H2svfX3NwrQ5Xu1,"Cartoon-style illustration of two friends by a campfire in a dark forest at night, glowing firelight casting warm hues, cartoon vodka bottle, friend wearing a cap with 'GASBET' written on it, forest setting, detailed facial expressions, high quality, cartoon, night scene, warm lighting, atmospheric forest, detailed characters",https://cdn.openart.ai/uploads/image_svN2EfbL_1715888558216_raw.jpg,https://cdn.openart.ai/published/xD4cSjs1obbVvuDY0zT3/MtOngueO_6I2s_512.webp,,1024,1024
Gc3szaaRAgt2tVBVLkwd,"<mymodel>Full-page comic strip of Hulk and Spiderman facing off against Thanos, dynamic action poses, vibrant colors, comic book style, high-impact lighting, detailed facial expressions, heroic and intense atmosphere, superhero battle, high quality, dynamic composition, dramatic lighting, detailed characters, intense colors",https://cdn.openart.ai/fine_tuning/5cji5S3b38OS5IsdXin4/image_319d203b_1712682955961_raw.jpg,https://cdn.openart.ai/published/5cji5S3b38OS5IsdXin4/4e2XlK6g_YJZQ_512.webp,,1024,1024
x6Ug0Q59WezTx9W26J7t,"<mymodel>Full-page comic strip of Hulk and Spiderman facing off against Thanos, dynamic action poses, vibrant colors, comic book style, high-impact lighting, detailed facial expressions, heroic and intense atmosphere, superhero battle, high quality, dynamic composition, dramatic lighting, detailed characters, intense colors",https://cdn.openart.ai/fine_tuning/5cji5S3b38OS5IsdXin4/image_b65f222e_1712683339425_raw.jpg,https://cdn.openart.ai/published/5cji5S3b38OS5IsdXin4/LtwztZAj_UmTC_512.webp,,1024,1024
XSJcPv0fwxF3I2qqsQSr,"<mymodel>Full-page comic strip of Hulk and Spiderman facing off against Thanos, dynamic action poses, vibrant colors, comic book style, high-impact lighting, detailed facial expressions, heroic and intense atmosphere, superhero battle, high quality, dynamic composition, dramatic lighting, detailed characters, intense colors",https://cdn.openart.ai/fine_tuning/5cji5S3b38OS5IsdXin4/image_e179eda7_1712683350796_raw.jpg,https://cdn.openart.ai/published/5cji5S3b38OS5IsdXin4/rklfD9Mf_6t85_512.webp,,1024,1024
Oyothg3M7rd5xlQTUFxD,"(The Joker Mandalorian) dynamic pose, blending elements of both characters, dark and mysterious ambiance, cool tones, sleek textures, high detail, dramatic shadows, futuristic cityscape background, moody lighting, enhanced visual contrast, 4K quality, emphasizing strength and fearlessness, epic superhero vibe.",https://cdn.openart.ai/uploads/upscaled/the-joker-mandalorian-dynamic-pose-blending-elements-of-both-characters-da...rast-4k-quality-emphasizing-strength-and-fearlessness-epic-superhero-vibe_f5qtheej_upscaled.jpg,https://cdn.openart.ai/published/ai2Mf7FbpfP1Pb5ZVoBk/sQjxvQ84_t99d_512.webp,,1024,1024
VrdnW4ZEsSfuZvE7doNz,"Squeamish parrot scolding a group of men, messy bedroom setting, vibrant cartoon style, bright and chaotic colors, exaggerated expressions, detailed feathers and beak, disheveled room, humorous, cartoon, vibrant colors, exaggerated characters, detailed feathers, messy room, chaotic, comedic lighting",https://cdn.openart.ai/uploads/image_thR6OeVx_1709632053869_raw.jpg,https://cdn.openart.ai/published/ApWvj7hOMG0ACfo9YwgJ/E3bHkN_t_oZJh_512.webp,,1024,1024
